,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner
394,Maruti,2012,215000,80000,Diesel,Individual,Manual,Third Owner
395,Toyota,2015,1400000,120000,Diesel,Individual,Manual,First Owner
396,Honda,2018,475000,20000,Petrol,Individual,Manual,First Owner
397,Honda,2018,475000,22000,Petrol,Individual,Manual,First Owner
398,Chevrolet,2008,75000,35000,Petrol,Individual,Manual,Second Owner
399,Chevrolet,2013,200000,120000,Diesel,Individual,Manual,Second Owner
400,Tata,2019,575000,8000,Petrol,Individual,Manual,First Owner
401,Maruti,2011,150000,40000,Diesel,Individual,Manual,Second Owner
402,Maruti,2018,850000,10000,Diesel,Individual,Manual,First Owner
403,Hyundai,2019,350000,30000,Petrol,Individual,Manual,First Owner
404,Ford,2011,550000,54000,Diesel,Individual,Manual,Second Owner
405,Hyundai,2017,330000,80577,Petrol,Individual,Manual,First Owner
406,Honda,2017,1044999,25000,Diesel,Individual,Manual,First Owner
407,Hyundai,2011,300000,127500,Diesel,Individual,Manual,Second Owner
408,Hyundai,2015,235000,40903,Petrol,Dealer,Manual,First Owner
409,Ford,2011,120000,60000,Petrol,Individual,Manual,Third Owner
410,Maruti,2004,130000,46000,Petrol,Individual,Manual,First Owner
411,Ford,2004,275000,22288,Diesel,Dealer,Manual,Second Owner
412,Volkswagen,2011,270000,180000,Diesel,Individual,Manual,Second Owner
413,Volkswagen,2015,500000,30000,Diesel,Individual,Manual,Second Owner
414,Hyundai,2015,400000,61690,Petrol,Dealer,Manual,First Owner
415,Hyundai,2015,600000,64484,Petrol,Dealer,Manual,First Owner
416,Audi,2012,1350000,90000,Diesel,Individual,Automatic,Second Owner
417,Renault,2013,400000,75976,Diesel,Dealer,Manual,Second Owner
418,Ford,2011,220000,70000,Diesel,Individual,Manual,Second Owner
419,Honda,2012,300000,85962,Petrol,Dealer,Manual,Second Owner
420,Maruti,2018,250000,120000,Petrol,Individual,Manual,First Owner
421,Honda,2015,600000,120000,Diesel,Individual,Manual,First Owner
422,Honda,2012,285000,75000,Petrol,Individual,Automatic,Second Owner
423,Honda,2009,350000,57035,Petrol,Dealer,Manual,First Owner
424,Mahindra,2011,170000,70000,Diesel,Individual,Manual,Third Owner
425,Ford,2015,229999,45000,Petrol,Individual,Manual,First Owner
426,Mahindra,2013,500000,72104,Diesel,Dealer,Manual,Second Owner
427,Tata,2011,75000,15000,Petrol,Individual,Manual,First Owner
428,Hyundai,2016,600000,30000,Petrol,Individual,Manual,First Owner
429,Tata,2011,220000,80000,Diesel,Individual,Manual,First Owner
430,Tata,2009,150000,164000,Diesel,Individual,Manual,Second Owner
431,Maruti,2006,65000,124439,Petrol,Individual,Manual,Second Owner
432,Maruti,2006,120000,77000,Petrol,Individual,Manual,Second Owner
433,Maruti,2014,240000,90000,Diesel,Individual,Manual,First Owner
434,Renault,2017,390000,30000,Petrol,Individual,Manual,First Owner
435,Chevrolet,2012,180000,50000,Petrol,Individual,Manual,First Owner
436,Maruti,2012,320000,80000,Diesel,Individual,Manual,Second Owner
437,Maruti,2018,310000,5000,Petrol,Individual,Manual,First Owner
438,Maruti,2018,420000,24000,Petrol,Individual,Automatic,First Owner
439,Tata,2019,550000,10000,Petrol,Individual,Manual,First Owner
440,Maruti,2016,550000,78000,Diesel,Individual,Manual,Third Owner
441,Mahindra,2018,760000,50000,Diesel,Individual,Manual,First Owner
442,Maruti,2001,43000,100000,Petrol,Individual,Manual,Second Owner
443,Maruti,2018,250000,20000,Petrol,Individual,Manual,First Owner
444,Hyundai,2019,500000,1250,Petrol,Individual,Manual,First Owner
445,Tata,2015,380000,17152,Petrol,Individual,Manual,First Owner
446,Mahindra,2019,1850000,5000,Diesel,Individual,Automatic,First Owner
447,Volkswagen,2012,350000,77000,Diesel,Individual,Manual,First Owner
448,Hyundai,2008,195000,90000,Diesel,Individual,Manual,Second Owner
449,Chevrolet,2011,225000,80000,Petrol,Individual,Manual,Second Owner
450,Toyota,2015,1125000,65000,Diesel,Individual,Manual,First Owner
451,Tata,2011,133000,80000,Diesel,Individual,Manual,First Owner
452,Hyundai,2013,200000,24005,Petrol,Individual,Manual,First Owner
453,Maruti,2018,940000,20000,Diesel,Individual,Manual,First Owner
454,Renault,2014,400000,120000,Diesel,Individual,Manual,First Owner
455,Hyundai,2009,120000,120000,Petrol,Individual,Manual,Second Owner
456,Maruti,2015,625000,80000,Diesel,Individual,Manual,First Owner
457,Maruti,2005,110000,80000,Petrol,Individual,Manual,First Owner
458,Renault,2012,490000,100000,Diesel,Individual,Manual,First Owner
459,Maruti,2009,140000,120000,Petrol,Individual,Manual,Second Owner
460,Ford,2011,175000,149000,Diesel,Individual,Manual,Second Owner
461,Maruti,2005,90000,65000,Petrol,Individual,Manual,Second Owner
462,Maruti,2009,275000,100000,Diesel,Individual,Manual,Second Owner
463,Volkswagen,2011,300000,65000,Diesel,Individual,Manual,Second Owner
464,Datsun,2018,270000,19000,Petrol,Individual,Manual,Second Owner
465,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
466,Maruti,2015,275000,30000,Petrol,Individual,Manual,First Owner
467,Maruti,2012,352000,109000,Diesel,Individual,Manual,First Owner
468,Hyundai,2012,180000,90000,LPG,Individual,Manual,First Owner
469,Maruti,2012,150000,90000,Petrol,Individual,Manual,First Owner
470,Maruti,2010,300000,110000,Diesel,Individual,Manual,Second Owner
471,Mahindra,2007,225000,120000,Diesel,Individual,Manual,First Owner
472,Honda,2014,600000,44000,Diesel,Individual,Manual,First Owner
473,Maruti,2015,500000,80000,Petrol,Individual,Manual,First Owner
474,Honda,2018,900000,5000,Petrol,Individual,Manual,First Owner
475,Hyundai,2016,600000,61000,Petrol,Individual,Manual,First Owner
476,Toyota,2011,450000,100000,Diesel,Individual,Manual,Second Owner
477,Hyundai,2009,270000,27633,Petrol,Individual,Manual,First Owner
478,Maruti,2010,310000,100000,Diesel,Individual,Manual,Third Owner
479,Hyundai,2012,250000,100000,LPG,Individual,Manual,First Owner
480,Ford,2019,700000,12586,Petrol,Dealer,Manual,First Owner
481,Fiat,2018,650000,38083,Diesel,Dealer,Manual,First Owner
482,Ford,2012,400000,55328,Diesel,Dealer,Manual,First Owner
483,Ford,2012,425000,81632,Diesel,Dealer,Manual,First Owner
484,Ford,2016,600000,155201,Diesel,Dealer,Manual,First Owner
485,Ford,2013,600000,93283,Diesel,Dealer,Manual,First Owner
486,Maruti,2009,300000,217871,Diesel,Dealer,Manual,First Owner
487,Ford,2012,450000,90165,Diesel,Dealer,Manual,First Owner
488,Ford,2014,750000,101504,Diesel,Dealer,Manual,First Owner
489,Ford,2010,325000,86017,Diesel,Dealer,Manual,Second Owner
490,Mahindra,2013,900000,85036,Diesel,Dealer,Manual,Second Owner
491,Ford,2006,180000,91086,Petrol,Dealer,Manual,Second Owner
492,Fiat,2013,350000,160254,Diesel,Dealer,Manual,Second Owner
493,Ford,2013,600000,125531,Diesel,Dealer,Manual,Second Owner
494,Honda,2019,900000,60000,Diesel,Individual,Manual,First Owner
495,Skoda,2006,350000,100000,Diesel,Individual,Manual,First Owner
496,Maruti,2013,280000,90000,Diesel,Individual,Manual,Third Owner
497,Mahindra,2009,225000,120000,Diesel,Individual,Manual,Second Owner
498,Honda,2014,520000,82000,Diesel,Individual,Manual,First Owner
499,Mahindra,2016,509999,60000,Diesel,Individual,Manual,First Owner
500,Maruti,2019,556000,24000,Petrol,Individual,Manual,First Owner
501,Tata,2014,225000,120000,Diesel,Individual,Manual,First Owner
502,Honda,2013,325000,65000,Diesel,Dealer,Manual,First Owner
503,Maruti,2013,365000,65000,Diesel,Dealer,Manual,First Owner
504,Hyundai,2015,850000,84000,Diesel,Dealer,Manual,First Owner
505,Toyota,2013,350000,75000,Diesel,Dealer,Manual,First Owner
506,Maruti,2007,225000,50000,Diesel,Dealer,Manual,First Owner
507,Maruti,2011,135000,50000,Petrol,Individual,Manual,First Owner
508,Maruti,2007,140000,49000,Petrol,Dealer,Manual,First Owner
509,Maruti,2016,665000,560000,Diesel,Dealer,Manual,First Owner
510,Renault,2015,275000,14365,Petrol,Dealer,Manual,First Owner
511,Toyota,2017,2750000,41000,Diesel,Individual,Automatic,First Owner
512,Hyundai,2013,484999,65000,Diesel,Dealer,Manual,First Owner
513,Maruti,2015,565000,65000,Diesel,Dealer,Manual,First Owner
514,Maruti,2013,425000,61083,Diesel,Dealer,Manual,First Owner
515,Toyota,2013,925000,75000,Diesel,Individual,Manual,First Owner
516,Mahindra,2012,565000,72000,Diesel,Dealer,Manual,First Owner
517,Renault,2014,525000,65000,Diesel,Dealer,Manual,First Owner
518,Hyundai,2017,1650000,55000,Diesel,Dealer,Manual,First Owner
519,Hyundai,2015,295000,21000,Petrol,Dealer,Manual,Second Owner
520,Jaguar,2012,2050000,66363,Petrol,Dealer,Automatic,Second Owner
521,Hyundai,2018,1475000,11700,Petrol,Dealer,Automatic,First Owner
522,Hyundai,2017,1100000,10000,Petrol,Individual,Automatic,First Owner
523,Mercedes-Benz,2014,4400000,100000,Diesel,Individual,Automatic,Second Owner
524,Maruti,2016,670000,7104,Petrol,Trustmark Dealer,Manual,First Owner
525,Maruti,2015,750000,45974,Diesel,Trustmark Dealer,Manual,First Owner
526,Hyundai,2015,760000,55340,Petrol,Trustmark Dealer,Manual,First Owner
527,Volkswagen,2017,850000,20000,Petrol,Dealer,Automatic,Second Owner
528,Renault,2015,390000,61585,Diesel,Trustmark Dealer,Manual,First Owner
529,Maruti,2016,450000,39415,Petrol,Trustmark Dealer,Automatic,Second Owner
530,Honda,2014,425000,29654,Petrol,Trustmark Dealer,Manual,First Owner
531,Maruti,2016,770000,64672,Diesel,Trustmark Dealer,Manual,First Owner
532,Hyundai,2015,1150000,54634,Diesel,Trustmark Dealer,Automatic,Second Owner
533,Honda,2015,775000,66521,Petrol,Trustmark Dealer,Manual,First Owner
534,Toyota,2018,1725000,23974,Diesel,Dealer,Automatic,Second Owner
535,BMW,2016,2150000,43000,Diesel,Dealer,Automatic,First Owner
536,Renault,2013,450000,1000,Diesel,Dealer,Manual,Second Owner
537,Mercedes-Benz,2018,3800000,10000,Diesel,Dealer,Automatic,First Owner
538,Audi,2013,1580000,86000,Diesel,Dealer,Automatic,First Owner
539,BMW,2019,4950000,30000,Diesel,Dealer,Automatic,First Owner
540,Hyundai,2016,535000,52600,Diesel,Individual,Manual,First Owner
541,Maruti,2012,225000,110000,Petrol,Individual,Manual,Second Owner
542,Hyundai,2017,550000,19890,Petrol,Dealer,Automatic,First Owner
543,Maruti,2015,625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
544,Hyundai,2017,520000,10510,Petrol,Dealer,Automatic,First Owner
545,Chevrolet,2016,239000,41000,Petrol,Dealer,Manual,First Owner
546,Toyota,2017,2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
547,Hyundai,2012,229999,49824,Petrol,Dealer,Manual,First Owner
548,Audi,2013,1300000,58500,Diesel,Dealer,Automatic,First Owner
549,Hyundai,2005,80000,56580,Petrol,Dealer,Manual,First Owner
550,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
551,Maruti,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
552,Hyundai,2013,350000,50000,Petrol,Individual,Manual,Second Owner
553,Maruti,2014,114999,30000,Petrol,Individual,Manual,First Owner
554,Hyundai,2013,380000,50000,Petrol,Individual,Manual,Second Owner
555,Maruti,1995,95000,100000,Petrol,Individual,Manual,Second Owner
556,Mahindra,2016,900000,35000,Diesel,Individual,Manual,First Owner
557,Chevrolet,2012,200999,90000,Petrol,Individual,Manual,Second Owner
558,Maruti,2014,229999,11451,Petrol,Individual,Manual,First Owner
559,Tata,2019,800000,60000,Diesel,Individual,Manual,First Owner
560,Mahindra,2012,150000,172000,Diesel,Individual,Manual,Second Owner
561,Maruti,2018,600000,60000,Diesel,Individual,Manual,First Owner
562,Chevrolet,2005,150000,150000,Diesel,Individual,Manual,First Owner
563,Chevrolet,2009,150000,66000,Diesel,Individual,Manual,First Owner
564,Maruti,2019,380000,5000,Petrol,Individual,Manual,First Owner
565,Maruti,2006,80000,66508,Petrol,Individual,Manual,Second Owner
566,Honda,2007,225000,55000,Petrol,Individual,Manual,Second Owner
567,Tata,2012,75000,29900,Petrol,Individual,Manual,First Owner
568,Tata,2017,1600000,3000,Diesel,Individual,Manual,First Owner
569,Tata,2012,185000,85000,Diesel,Individual,Manual,First Owner
570,Mahindra,2011,425000,50000,Diesel,Individual,Manual,First Owner
571,Tata,2010,100000,120000,Diesel,Individual,Manual,Second Owner
572,Maruti,2008,140000,90000,Petrol,Individual,Manual,Third Owner
573,Maruti,2017,710000,8000,Petrol,Individual,Automatic,First Owner
574,Honda,2015,450000,7900,Petrol,Individual,Automatic,First Owner
575,Datsun,2017,210000,50000,Petrol,Individual,Manual,First Owner
576,Maruti,2016,270000,25000,Petrol,Individual,Manual,First Owner
577,Maruti,2009,110000,20000,Petrol,Individual,Manual,First Owner
578,Maruti,2018,540000,17500,Petrol,Individual,Manual,First Owner
579,Mahindra,2008,145000,25000,Petrol,Individual,Manual,First Owner
580,Tata,2013,360000,206500,Diesel,Individual,Manual,First Owner
581,Hyundai,2013,250000,88600,LPG,Individual,Manual,First Owner
582,Tata,2012,110000,80000,Diesel,Individual,Manual,First Owner
583,Chevrolet,2008,250000,100000,Diesel,Individual,Manual,Fourth & Above Owner
584,Ford,2011,150000,186000,Diesel,Individual,Manual,Second Owner
585,Chevrolet,2010,140000,60000,Petrol,Individual,Manual,First Owner
586,Maruti,2019,925000,11000,Petrol,Individual,Manual,First Owner
587,Tata,2017,969999,30000,Diesel,Individual,Manual,First Owner
588,Hyundai,2007,90000,80000,CNG,Individual,Manual,Third Owner
589,Hyundai,2001,55000,60000,Petrol,Individual,Manual,Third Owner
590,Hyundai,2007,155000,100000,Diesel,Individual,Manual,Fourth & Above Owner
591,Mahindra,2019,900000,15000,Diesel,Individual,Manual,First Owner
592,Maruti,2011,135000,90000,Petrol,Individual,Manual,First Owner
593,Maruti,2012,180000,120000,Petrol,Individual,Manual,First Owner
594,Hyundai,2013,495000,100000,Diesel,Individual,Manual,Second Owner
595,Toyota,2009,400000,138000,Diesel,Individual,Manual,Third Owner
596,Hyundai,2008,250000,110000,Diesel,Individual,Manual,Second Owner
597,Maruti,2015,138000,120000,Petrol,Individual,Manual,Fourth & Above Owner
598,Honda,2011,311000,70000,Petrol,Individual,Automatic,Second Owner
599,Maruti,2015,190000,70000,Petrol,Individual,Manual,First Owner
600,Mahindra,2011,311000,140000,Diesel,Individual,Manual,First Owner
601,Maruti,2009,300000,15000,Petrol,Individual,Manual,First Owner
602,Honda,2018,600000,20000,Petrol,Individual,Manual,First Owner
603,Mahindra,2009,550000,100000,Diesel,Individual,Manual,First Owner
604,Skoda,2015,600000,70000,Petrol,Individual,Automatic,First Owner
605,Maruti,2018,195000,5000,Petrol,Individual,Manual,First Owner
606,Tata,2013,58000,27974,Petrol,Individual,Manual,First Owner
607,Maruti,2018,183000,40000,Petrol,Individual,Manual,First Owner
608,Maruti,2007,95000,80000,Petrol,Individual,Manual,First Owner
609,Maruti,2013,250000,38000,Petrol,Individual,Manual,First Owner
610,Tata,2014,400000,35000,Petrol,Individual,Manual,First Owner
611,Hyundai,2012,409999,60000,Diesel,Individual,Manual,Second Owner
612,Skoda,2004,120000,120000,Diesel,Individual,Manual,Second Owner
613,Maruti,2018,600000,18000,Petrol,Individual,Automatic,First Owner
614,Honda,2016,600000,10000,Petrol,Individual,Manual,First Owner
615,Mahindra,2015,825000,90000,Diesel,Individual,Manual,Third Owner
616,Toyota,2016,625000,80000,Diesel,Individual,Manual,Second Owner
617,Hyundai,2020,700000,1400,Diesel,Individual,Manual,First Owner
618,Chevrolet,2011,160000,60000,Petrol,Individual,Manual,First Owner
619,Maruti,2011,114999,60000,Petrol,Individual,Manual,Third Owner
620,Maruti,2009,150000,53000,Petrol,Individual,Manual,First Owner
621,Volkswagen,2010,250000,100000,Diesel,Dealer,Manual,First Owner
622,Hyundai,2012,390000,86000,Diesel,Dealer,Manual,Second Owner
623,Renault,2015,650000,100000,Diesel,Individual,Manual,First Owner
624,Hyundai,2016,600000,30000,Diesel,Individual,Manual,First Owner
625,Hyundai,2011,250000,120000,Petrol,Individual,Manual,First Owner
626,Hyundai,2011,229999,60000,LPG,Individual,Manual,Second Owner
627,Maruti,2016,299000,50000,Diesel,Individual,Manual,Second Owner
628,Chevrolet,2010,330000,124000,Diesel,Individual,Manual,Second Owner
629,Hyundai,2012,180000,100000,Petrol,Individual,Manual,Third Owner
630,Hyundai,2017,475000,42000,Petrol,Individual,Manual,First Owner
631,Hyundai,2015,325000,100000,Diesel,Individual,Manual,First Owner
632,Honda,2016,639000,28205,Petrol,Dealer,Manual,First Owner
633,Maruti,2017,415000,32670,Petrol,Dealer,Automatic,First Owner
634,Hyundai,2016,1199000,30093,Diesel,Dealer,Automatic,First Owner
635,Maruti,2013,525000,56228,CNG,Dealer,Manual,First Owner
636,Hyundai,2013,425000,59319,Petrol,Dealer,Manual,First Owner
637,Maruti,2016,699000,39503,Diesel,Dealer,Manual,First Owner
638,Hyundai,2013,325000,35299,Petrol,Dealer,Manual,First Owner
639,Toyota,2011,275000,51687,Petrol,Dealer,Manual,First Owner
640,Volkswagen,2011,269000,76259,Petrol,Dealer,Automatic,First Owner
641,Volkswagen,2013,399000,44049,Diesel,Dealer,Manual,First Owner
642,Mahindra,2017,475000,45087,Diesel,Dealer,Manual,First Owner
643,Toyota,2011,249000,41125,Petrol,Dealer,Manual,First Owner
644,Audi,2014,1549000,42215,Diesel,Dealer,Automatic,First Owner
645,Volkswagen,2011,254999,54206,Petrol,Dealer,Manual,First Owner
646,Skoda,2012,269000,52547,Petrol,Dealer,Manual,First Owner
647,Maruti,2014,665000,59110,Diesel,Dealer,Manual,First Owner
648,Maruti,2014,299000,54565,Petrol,Dealer,Manual,First Owner
649,Hyundai,2010,265000,47564,Petrol,Dealer,Manual,Second Owner
650,Volkswagen,2010,211000,45143,Petrol,Dealer,Manual,Second Owner
651,Skoda,2013,599000,61624,Petrol,Dealer,Automatic,Second Owner
652,Tata,2007,55000,195000,Diesel,Individual,Manual,Third Owner
653,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner
654,Land,2018,4000000,68000,Diesel,Individual,Automatic,First Owner
655,Tata,2010,220000,120000,Diesel,Individual,Manual,Second Owner
656,Maruti,2019,500000,20000,Petrol,Individual,Manual,First Owner
657,Maruti,2010,140000,30000,Petrol,Individual,Manual,First Owner
658,Maruti,2013,325000,60000,Diesel,Individual,Manual,First Owner
659,Hyundai,2010,210000,90000,Petrol,Individual,Manual,Third Owner
660,Maruti,2008,110000,90000,Petrol,Individual,Manual,Second Owner
661,Hyundai,2019,1200000,25000,Diesel,Individual,Manual,First Owner
662,Maruti,2017,229999,40000,Petrol,Individual,Manual,First Owner
663,Maruti,2006,165000,132000,Petrol,Individual,Manual,First Owner
664,Tata,2018,525000,10980,Petrol,Dealer,Automatic,First Owner
665,Hyundai,2018,325000,20629,Petrol,Dealer,Manual,First Owner
666,Toyota,2018,1500000,50000,Diesel,Individual,Manual,First Owner
667,Hyundai,2015,400000,30000,Petrol,Individual,Automatic,First Owner
668,Maruti,2015,550000,69782,Petrol,Dealer,Manual,First Owner
